,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,MRG,REGULARITY,CHURN
12660,K > 24 month,3800.0,9.0,4302.0,1434.0,11.0,0.0,152.0,NO,61,0
12661,K > 24 month,4750.0,14.0,4749.0,1583.0,20.0,0.0,223.0,NO,58,0
12662,K > 24 month,1500.0,3.0,1500.0,500.0,4.0,1.0,24.0,NO,30,0
12663,K > 24 month,1800.0,4.0,1799.0,600.0,4.0,0.0,28.0,NO,17,0
12664,K > 24 month,1400.0,4.0,1400.0,467.0,4.0,0.0,114.0,NO,61,0
12665,K > 24 month,6400.0,14.0,6400.0,2133.0,14.0,9.0,1071.0,NO,57,0
12666,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,10.0,NO,14,0
12667,K > 24 month,2500.0,5.0,2499.0,833.0,7.0,0.0,186.0,NO,39,0
12668,K > 24 month,17500.0,60.0,18203.0,6068.0,69.0,390.0,7080.0,NO,56,0
12669,K > 24 month,6450.0,10.0,6681.0,2227.0,12.0,0.0,33.0,NO,47,0
12670,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,945.0,20.0,NO,12,0
12671,K > 24 month,2000.0,3.0,1988.0,663.0,5.0,3684.0,0.0,NO,39,0
12672,K > 24 month,700.0,2.0,698.0,233.0,3.0,1213.0,0.0,NO,11,0
12673,K > 24 month,1500.0,5.0,1999.0,666.0,6.0,0.0,207.0,NO,58,0
12674,K > 24 month,4750.0,18.0,5750.0,1917.0,22.0,9470.0,34.0,NO,49,0
12675,K > 24 month,3700.0,8.0,4201.0,1400.0,10.0,0.0,123.0,NO,43,0
12676,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,145.0,NO,20,0
12677,K > 24 month,6550.0,12.0,7244.0,2415.0,21.0,8992.0,58.0,NO,60,0
12678,K > 24 month,11000.0,12.0,10590.0,3530.0,17.0,19693.0,27.0,NO,62,0
12679,K > 24 month,3100.0,13.0,3101.0,1034.0,16.0,1941.0,101.0,NO,37,0
12680,K > 24 month,6100.0,28.0,6101.0,2034.0,38.0,3043.0,738.0,NO,62,0
12681,K > 24 month,7550.0,14.0,7547.0,2516.0,22.0,9779.0,59.0,NO,45,0
12682,K > 24 month,11500.0,19.0,12001.0,4000.0,22.0,6470.0,142.0,NO,62,0
12683,I 18-21 month,3600.0,8.0,3598.0,1199.0,16.0,4472.0,4.0,NO,53,0
12684,K > 24 month,9100.0,12.0,10100.0,3367.0,17.0,15283.0,9.0,NO,62,0
12685,K > 24 month,11500.0,22.0,11500.0,3833.0,24.0,0.0,92.0,NO,62,0
12686,K > 24 month,3000.0,6.0,2990.0,997.0,9.0,1277.0,0.0,NO,45,0
12687,K > 24 month,1900.0,5.0,1902.0,634.0,6.0,22.0,3.0,NO,38,0
12688,K > 24 month,4500.0,7.0,4500.0,1500.0,7.0,0.0,18.0,NO,43,0
12689,K > 24 month,3000.0,7.0,3002.0,1001.0,8.0,0.0,155.0,NO,57,0
12690,K > 24 month,10000.0,34.0,10196.0,3399.0,39.0,3399.0,38.0,NO,55,0
12691,K > 24 month,22500.0,31.0,22518.0,7506.0,36.0,25326.0,174.0,NO,62,0
12692,K > 24 month,7500.0,15.0,7504.0,2501.0,18.0,5668.0,5.0,NO,58,0
12693,K > 24 month,12300.0,54.0,11737.0,3912.0,58.0,17561.0,5.0,NO,62,0
12694,K > 24 month,3400.0,14.0,4899.0,1633.0,18.0,1.0,2966.0,NO,62,0
12695,K > 24 month,6000.0,20.0,5886.0,1962.0,23.0,2461.0,1039.0,NO,49,0
12696,K > 24 month,9400.0,17.0,9899.0,3300.0,20.0,0.0,556.0,NO,56,0
12697,F 9-12 month,14000.0,14.0,14000.0,4667.0,14.0,68313.0,5.0,NO,62,0
12698,K > 24 month,4250.0,9.0,4241.0,1414.0,11.0,0.0,76.0,NO,59,0
12699,K > 24 month,2500.0,5.0,2499.0,833.0,7.0,3870.0,6.0,NO,17,0
12700,K > 24 month,9500.0,26.0,9565.0,3188.0,57.0,661.0,1964.0,NO,62,0
12701,K > 24 month,2050.0,6.0,2050.0,683.0,6.0,703.0,31.0,NO,40,0
12702,K > 24 month,700.0,2.0,700.0,233.0,2.0,0.0,20.0,NO,31,0
12703,K > 24 month,1800.0,4.0,1799.0,600.0,6.0,0.0,46.0,NO,46,0
12704,K > 24 month,25500.0,39.0,26501.0,8834.0,38.0,22763.0,304.0,NO,62,0
12705,K > 24 month,400.0,2.0,398.0,133.0,4.0,0.0,1.0,NO,9,0
12706,K > 24 month,34500.0,66.0,36601.0,12200.0,68.0,0.0,311.0,NO,62,0
12707,K > 24 month,4500.0,9.0,4500.0,1500.0,9.0,0.0,6.0,NO,44,0
12708,K > 24 month,4000.0,7.0,3996.0,1332.0,13.0,2610.0,0.0,NO,10,0
12709,K > 24 month,3500.0,6.0,3500.0,1167.0,8.0,0.0,1.0,NO,24,0
12710,I 18-21 month,11000.0,13.0,11003.0,3668.0,17.0,0.0,31.0,NO,62,0
12711,K > 24 month,2000.0,2.0,2001.0,667.0,7.0,0.0,27.0,NO,43,0
12712,K > 24 month,200.0,2.0,156.0,52.0,4.0,58.0,20.0,NO,32,0
12713,K > 24 month,5200.0,16.0,4889.0,1630.0,22.0,5043.0,7.0,NO,38,0
12714,K > 24 month,13500.0,18.0,13997.0,4666.0,26.0,4281.0,169.0,NO,52,0
12715,K > 24 month,9700.0,27.0,9778.0,3259.0,37.0,9249.0,173.0,NO,60,0
12716,K > 24 month,3000.0,6.0,2971.0,990.0,8.0,879.0,749.0,NO,26,0
12717,K > 24 month,3500.0,7.0,3500.0,1167.0,7.0,29.0,8.0,NO,57,0
12718,K > 24 month,1100.0,6.0,900.0,300.0,5.0,912.0,199.0,NO,28,0
12719,K > 24 month,23100.0,37.0,23121.0,7707.0,52.0,28800.0,38.0,NO,60,0
12720,K > 24 month,500.0,1.0,500.0,167.0,1.0,4531.0,142.0,NO,31,0
12721,K > 24 month,19500.0,60.0,18917.0,6306.0,62.0,1.0,1148.0,NO,62,0
12722,K > 24 month,8200.0,30.0,8401.0,2800.0,33.0,1201.0,2795.0,NO,60,0
12723,K > 24 month,12000.0,26.0,11987.0,3996.0,28.0,0.0,307.0,NO,60,0
12724,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,19.0,NO,29,0
12725,K > 24 month,5750.0,21.0,6458.0,2153.0,22.0,0.0,81.0,NO,59,0
12726,K > 24 month,7500.0,15.0,7500.0,2500.0,20.0,10341.0,8.0,NO,62,0
12727,K > 24 month,8150.0,24.0,8147.0,2716.0,24.0,2256.0,77.0,NO,48,0
12728,K > 24 month,8600.0,18.0,9600.0,3200.0,19.0,0.0,1388.0,NO,54,0
12729,K > 24 month,5600.0,10.0,6300.0,2100.0,12.0,505.0,22.0,NO,40,0
12730,K > 24 month,1200.0,6.0,1199.0,400.0,6.0,0.0,77.0,NO,37,0
12731,K > 24 month,3150.0,17.0,3000.0,1000.0,17.0,1452.0,136.0,NO,50,0
12732,K > 24 month,12300.0,34.0,12150.0,4050.0,41.0,283.0,4602.0,NO,56,0
12733,K > 24 month,500.0,1.0,505.0,168.0,3.0,94.0,1.0,NO,9,0
12734,K > 24 month,1950.0,7.0,1950.0,650.0,9.0,6.0,35.0,NO,53,0
12735,K > 24 month,3950.0,18.0,4200.0,1400.0,19.0,4033.0,204.0,NO,55,0
12736,K > 24 month,6000.0,12.0,5993.0,1998.0,13.0,174.0,59.0,NO,42,0
12737,K > 24 month,2800.0,6.0,2983.0,994.0,7.0,3026.0,73.0,NO,46,0
12738,K > 24 month,3000.0,3.0,2990.0,997.0,5.0,5924.0,8.0,NO,62,0
12739,K > 24 month,6600.0,14.0,6101.0,2034.0,15.0,2170.0,75.0,NO,48,0
12740,K > 24 month,8200.0,18.0,8551.0,2850.0,30.0,0.0,133.0,NO,57,0
12741,K > 24 month,6700.0,12.0,6682.0,2227.0,16.0,12148.0,23.0,NO,49,0
12742,K > 24 month,4000.0,4.0,4010.0,1337.0,5.0,9656.0,17.0,NO,59,0
12743,K > 24 month,6000.0,6.0,5975.0,1992.0,7.0,13041.0,49.0,NO,55,0
12744,K > 24 month,5900.0,13.0,5899.0,1966.0,17.0,3446.0,43.0,NO,40,0
12745,K > 24 month,18200.0,31.0,17265.0,5755.0,39.0,112.0,84.0,NO,59,0
12746,K > 24 month,6650.0,6.0,6650.0,2217.0,8.0,10519.0,13.0,NO,62,0
12747,K > 24 month,3700.0,8.0,3700.0,1233.0,8.0,420.0,74.0,NO,49,0
12748,K > 24 month,1000.0,5.0,1002.0,334.0,8.0,0.0,0.0,NO,28,0
12749,K > 24 month,14250.0,11.0,15359.0,5120.0,16.0,42603.0,105.0,NO,60,0
12750,K > 24 month,10100.0,31.0,11651.0,3884.0,32.0,1.0,3276.0,NO,55,0
12751,K > 24 month,1000.0,2.0,951.0,317.0,3.0,37.0,15.0,NO,61,0
12752,K > 24 month,14500.0,29.0,14500.0,4833.0,31.0,0.0,606.0,NO,62,0
12753,K > 24 month,9900.0,14.0,14590.0,4863.0,25.0,9957.0,5.0,NO,62,0
12754,K > 24 month,450.0,3.0,663.0,221.0,7.0,0.0,3.0,NO,32,0
12755,K > 24 month,2000.0,3.0,2002.0,667.0,7.0,26.0,27.0,NO,12,0
12756,K > 24 month,1900.0,10.0,1447.0,482.0,13.0,6.0,87.0,NO,62,0
12757,K > 24 month,7300.0,19.0,7745.0,2582.0,19.0,0.0,550.0,NO,41,0
12758,K > 24 month,2400.0,10.0,2238.0,746.0,11.0,3700.0,40.0,NO,60,0
12759,K > 24 month,1500.0,2.0,1490.0,497.0,5.0,0.0,2.0,NO,19,0
12760,K > 24 month,6500.0,6.0,6500.0,2167.0,15.0,7084.0,3.0,NO,62,0
12761,K > 24 month,2000.0,4.0,1992.0,664.0,4.0,4010.0,34.0,NO,23,0
12762,K > 24 month,40050.0,70.0,41371.0,13790.0,71.0,13117.0,462.0,NO,62,0
12763,K > 24 month,14000.0,27.0,14500.0,4833.0,30.0,0.0,662.0,NO,62,0
12764,K > 24 month,6500.0,21.0,6673.0,2224.0,25.0,3432.0,3.0,NO,55,0
12765,K > 24 month,1700.0,4.0,1700.0,567.0,4.0,0.0,56.0,NO,44,0
12766,K > 24 month,37950.0,61.0,44651.0,14884.0,65.0,0.0,1610.0,NO,62,0
12767,K > 24 month,5900.0,16.0,5884.0,1961.0,18.0,9387.0,1.0,NO,61,0
12768,K > 24 month,1700.0,7.0,1700.0,567.0,7.0,69.0,579.0,NO,35,0
12769,K > 24 month,2600.0,10.0,2611.0,870.0,12.0,4812.0,0.0,NO,22,0
12770,K > 24 month,1300.0,4.0,1284.0,428.0,7.0,124.0,97.0,NO,7,0
12771,K > 24 month,200.0,1.0,200.0,67.0,1.0,25.0,60.0,NO,26,0
12772,K > 24 month,400.0,2.0,400.0,133.0,2.0,1031.0,1.0,NO,10,0
12773,K > 24 month,4700.0,5.0,4012.0,1337.0,4.0,7104.0,398.0,NO,56,0
12774,K > 24 month,6800.0,13.0,6799.0,2266.0,18.0,5953.0,26.0,NO,55,0
12775,K > 24 month,16000.0,10.0,15985.0,5328.0,10.0,25600.0,201.0,NO,50,0
12776,K > 24 month,3000.0,5.0,2963.0,988.0,6.0,5428.0,3.0,NO,51,0
12777,K > 24 month,2000.0,10.0,2002.0,667.0,17.0,2062.0,0.0,NO,32,0
12778,K > 24 month,12500.0,10.0,12498.0,4166.0,12.0,1391.0,708.0,NO,62,0
12779,K > 24 month,5000.0,5.0,4998.0,1666.0,7.0,9173.0,0.0,NO,25,0
12780,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,55.0,NO,20,0
12781,K > 24 month,4600.0,13.0,4600.0,1533.0,13.0,62.0,485.0,NO,61,0
12782,K > 24 month,8400.0,17.0,7509.0,2503.0,23.0,11720.0,36.0,NO,56,0
12783,K > 24 month,3500.0,6.0,4000.0,1333.0,7.0,309.0,134.0,NO,11,0
12784,K > 24 month,17850.0,70.0,18050.0,6017.0,71.0,53.0,15740.0,NO,62,0
12785,K > 24 month,1000.0,1.0,1012.0,337.0,2.0,148.0,0.0,NO,22,0
12786,K > 24 month,2000.0,4.0,2002.0,667.0,9.0,0.0,65.0,NO,39,0
12787,K > 24 month,1000.0,2.0,993.0,331.0,3.0,665.0,30.0,NO,15,0
12788,I 18-21 month,5000.0,19.0,5598.0,1866.0,21.0,851.0,139.0,NO,61,0
12789,K > 24 month,1250.0,3.0,1232.0,411.0,4.0,0.0,2.0,NO,27,0
12790,K > 24 month,20100.0,43.0,19877.0,6626.0,51.0,8649.0,59.0,NO,54,0
12791,K > 24 month,4000.0,7.0,3999.0,1333.0,9.0,0.0,542.0,NO,36,0
12792,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,5.0,NO,15,0
12793,K > 24 month,1000.0,2.0,1001.0,334.0,2.0,0.0,20.0,NO,35,0
12794,K > 24 month,12150.0,35.0,12142.0,4047.0,55.0,71718.0,2.0,NO,53,0
12795,K > 24 month,6650.0,20.0,6651.0,2217.0,23.0,0.0,973.0,NO,50,0
12796,K > 24 month,3400.0,24.0,3489.0,1163.0,27.0,1935.0,0.0,NO,52,0
12797,K > 24 month,2000.0,3.0,2000.0,667.0,3.0,150.0,66.0,NO,11,0
12798,K > 24 month,8100.0,17.0,8601.0,2867.0,22.0,2219.0,52.0,NO,44,0
12799,K > 24 month,4500.0,13.0,4500.0,1500.0,15.0,0.0,502.0,NO,54,0
12800,K > 24 month,6000.0,20.0,5422.0,1807.0,21.0,0.0,355.0,NO,57,0
12801,K > 24 month,2500.0,5.0,2611.0,870.0,6.0,0.0,102.0,NO,48,0
12802,K > 24 month,13000.0,19.0,13007.0,4336.0,25.0,11870.0,392.0,NO,53,0
12803,K > 24 month,1600.0,4.0,1599.0,533.0,5.0,0.0,63.0,NO,47,0
12804,K > 24 month,1000.0,1.0,998.0,333.0,2.0,1537.0,1.0,NO,3,0
12805,K > 24 month,600.0,2.0,600.0,200.0,2.0,8.0,4.0,NO,20,0
12806,K > 24 month,11500.0,20.0,11489.0,3830.0,21.0,21782.0,29.0,NO,22,0
12807,K > 24 month,5650.0,26.0,5511.0,1837.0,28.0,1127.0,272.0,NO,60,0
12808,K > 24 month,1800.0,4.0,1600.0,533.0,4.0,0.0,139.0,NO,23,0
12809,K > 24 month,5000.0,10.0,5500.0,1833.0,11.0,0.0,205.0,NO,57,0
12810,K > 24 month,5700.0,13.0,5711.0,1904.0,13.0,58.0,180.0,NO,49,0
12811,K > 24 month,2500.0,9.0,2494.0,831.0,11.0,129.0,1026.0,NO,51,0
12812,K > 24 month,1000.0,2.0,540.0,180.0,3.0,0.0,3.0,NO,16,0
12813,K > 24 month,1000.0,1.0,1001.0,334.0,1.0,1.0,0.0,NO,10,0
12814,K > 24 month,6750.0,30.0,6902.0,2301.0,31.0,6527.0,6.0,NO,38,0
12815,K > 24 month,1100.0,3.0,850.0,283.0,4.0,761.0,3.0,NO,28,0
12816,K > 24 month,22900.0,79.0,23628.0,7876.0,83.0,21650.0,3.0,NO,62,0
12817,K > 24 month,11800.0,35.0,12411.0,4137.0,43.0,3198.0,312.0,NO,54,0
12818,K > 24 month,6000.0,27.0,6700.0,2233.0,31.0,10.0,1088.0,NO,62,0
12819,K > 24 month,19700.0,37.0,20768.0,6923.0,51.0,21847.0,24.0,NO,62,0
12820,K > 24 month,6100.0,16.0,6013.0,2004.0,20.0,9244.0,38.0,NO,57,0
12821,K > 24 month,4000.0,4.0,3991.0,1330.0,6.0,3050.0,0.0,NO,44,0
12822,K > 24 month,600.0,2.0,593.0,198.0,2.0,0.0,5.0,NO,31,0
12823,K > 24 month,3600.0,8.0,3590.0,1197.0,16.0,2044.0,4.0,NO,40,0
12824,K > 24 month,1800.0,7.0,1706.0,569.0,7.0,1024.0,90.0,NO,43,0
12825,K > 24 month,4700.0,8.0,4700.0,1567.0,10.0,1300.0,307.0,NO,39,0
12826,K > 24 month,7200.0,20.0,7881.0,2627.0,30.0,874.0,16.0,NO,58,0
12827,I 18-21 month,1400.0,6.0,1645.0,548.0,10.0,172.0,16.0,NO,46,0
12828,K > 24 month,12300.0,20.0,12200.0,4067.0,22.0,55.0,708.0,NO,62,0
12829,H 15-18 month,1700.0,5.0,1549.0,516.0,15.0,764.0,1.0,NO,39,0
12830,G 12-15 month,3000.0,4.0,2990.0,997.0,4.0,501.0,0.0,NO,27,0
12831,K > 24 month,5800.0,14.0,6777.0,2259.0,19.0,11339.0,6.0,NO,56,0
12832,K > 24 month,4650.0,17.0,4640.0,1547.0,17.0,3416.0,2.0,NO,29,0
12833,K > 24 month,2800.0,9.0,2760.0,920.0,10.0,0.0,124.0,NO,55,0
12834,K > 24 month,5400.0,22.0,5436.0,1812.0,27.0,0.0,2383.0,NO,56,0
12835,K > 24 month,6400.0,23.0,6599.0,2200.0,24.0,11.0,1735.0,NO,62,0
12836,K > 24 month,600.0,2.0,609.0,203.0,6.0,163.0,0.0,NO,7,0
12837,K > 24 month,400.0,3.0,415.0,138.0,8.0,1.0,1.0,NO,32,0
12838,K > 24 month,1500.0,7.0,1500.0,500.0,8.0,0.0,499.0,NO,62,0
12839,K > 24 month,2900.0,7.0,2300.0,767.0,7.0,40.0,8.0,NO,40,0
12840,K > 24 month,24700.0,67.0,25516.0,8505.0,68.0,15844.0,41.0,NO,61,0
12841,K > 24 month,21650.0,39.0,20816.0,6939.0,42.0,8769.0,2381.0,NO,62,0
12842,K > 24 month,11750.0,38.0,12951.0,4317.0,43.0,1.0,299.0,NO,58,0
12843,K > 24 month,5000.0,10.0,5000.0,1667.0,10.0,0.0,78.0,NO,37,0
12844,K > 24 month,600.0,2.0,591.0,197.0,4.0,0.0,8.0,NO,27,0
12845,K > 24 month,700.0,2.0,700.0,233.0,2.0,0.0,1.0,NO,31,0
12846,K > 24 month,4600.0,7.0,4514.0,1505.0,13.0,3059.0,2.0,NO,60,0
12847,K > 24 month,1700.0,6.0,1701.0,567.0,9.0,0.0,24.0,NO,54,0
12848,K > 24 month,6900.0,18.0,6902.0,2301.0,19.0,5423.0,1.0,NO,56,0
12849,K > 24 month,3000.0,7.0,3499.0,1166.0,10.0,0.0,113.0,NO,48,0
12850,K > 24 month,1900.0,15.0,1994.0,665.0,22.0,868.0,2.0,NO,54,0
12851,K > 24 month,24500.0,45.0,24399.0,8133.0,43.0,0.0,59.0,NO,61,0
12852,K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,9.0,NO,8,0
12853,K > 24 month,8100.0,7.0,6060.0,2020.0,12.0,13276.0,10.0,NO,54,0
12854,K > 24 month,3200.0,6.0,3198.0,1066.0,8.0,7517.0,8.0,NO,38,0
12855,H 15-18 month,21150.0,34.0,21351.0,7117.0,36.0,10862.0,363.0,NO,52,0
12856,K > 24 month,8200.0,20.0,7168.0,2389.0,22.0,2045.0,0.0,NO,33,0
12857,K > 24 month,250.0,1.0,245.0,82.0,1.0,6.0,5.0,NO,18,0
12858,K > 24 month,2500.0,2.0,2201.0,734.0,4.0,386.0,1.0,NO,16,0
12859,K > 24 month,4450.0,16.0,4418.0,1473.0,18.0,170.0,126.0,NO,61,0
12860,K > 24 month,650.0,2.0,650.0,217.0,3.0,1.0,0.0,NO,33,0
12861,K > 24 month,4100.0,10.0,3831.0,1277.0,12.0,1122.0,23.0,NO,18,0
12862,H 15-18 month,6450.0,25.0,6102.0,2034.0,33.0,1498.0,30.0,NO,58,0
12863,K > 24 month,300.0,2.0,500.0,167.0,3.0,59.0,3.0,NO,27,0
12864,K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,67.0,NO,38,0
12865,K > 24 month,1500.0,9.0,1580.0,527.0,12.0,209.0,0.0,NO,19,0
12866,K > 24 month,1000.0,1.0,990.0,330.0,1.0,1559.0,21.0,NO,48,0
12867,I 18-21 month,22300.0,29.0,21398.0,7133.0,47.0,1518.0,71.0,NO,58,0
12868,K > 24 month,7100.0,11.0,7098.0,2366.0,13.0,4427.0,82.0,NO,41,0
12869,K > 24 month,7100.0,19.0,6371.0,2124.0,24.0,5267.0,19.0,NO,61,0
12870,K > 24 month,9750.0,20.0,10250.0,3417.0,21.0,366.0,53.0,NO,40,0
12871,K > 24 month,3300.0,16.0,2563.0,854.0,27.0,44.0,7.0,NO,60,0
12872,K > 24 month,23900.0,48.0,25097.0,8366.0,57.0,0.0,2767.0,NO,62,0
12873,K > 24 month,8000.0,2.0,14418.0,4806.0,9.0,44455.0,14.0,NO,62,0
12874,K > 24 month,20350.0,28.0,20366.0,6789.0,25.0,0.0,170.0,NO,44,0
12875,K > 24 month,10800.0,14.0,11691.0,3897.0,25.0,16730.0,12.0,NO,60,0
12876,K > 24 month,16450.0,29.0,16649.0,5550.0,38.0,449.0,3046.0,NO,58,0
12877,K > 24 month,16400.0,35.0,16899.0,5633.0,36.0,0.0,202.0,NO,62,0
12878,K > 24 month,1500.0,8.0,1500.0,500.0,8.0,2397.0,1.0,NO,23,0
12879,K > 24 month,200.0,1.0,200.0,67.0,1.0,1.0,1.0,NO,8,0
12880,K > 24 month,3000.0,4.0,3000.0,1000.0,4.0,0.0,151.0,NO,52,0
12881,K > 24 month,2800.0,5.0,4301.0,1434.0,10.0,25928.0,4.0,NO,60,0
12882,K > 24 month,5750.0,12.0,5449.0,1816.0,13.0,174.0,85.0,NO,57,0
12883,K > 24 month,9950.0,58.0,10249.0,3416.0,63.0,6592.0,4.0,NO,61,0
12884,K > 24 month,12900.0,6.0,15811.0,5270.0,7.0,27504.0,409.0,NO,55,0
12885,K > 24 month,7500.0,16.0,8000.0,2667.0,15.0,0.0,130.0,NO,48,0
12886,K > 24 month,6800.0,14.0,8795.0,2932.0,20.0,0.0,119.0,NO,56,0
12887,K > 24 month,1000.0,1.0,999.0,333.0,2.0,2695.0,0.0,NO,25,0
12888,K > 24 month,9250.0,27.0,9002.0,3001.0,35.0,324.0,430.0,NO,45,0
12889,K > 24 month,900.0,5.0,883.0,294.0,5.0,0.0,455.0,NO,16,0
12890,K > 24 month,12350.0,40.0,12420.0,4140.0,40.0,18097.0,22.0,NO,62,0
12891,K > 24 month,2000.0,4.0,1233.0,411.0,8.0,0.0,3.0,NO,35,0
12892,I 18-21 month,6500.0,12.0,6500.0,2167.0,12.0,117.0,3039.0,NO,36,0
12893,K > 24 month,1000.0,1.0,1999.0,666.0,7.0,31.0,7.0,NO,20,0
12894,K > 24 month,9300.0,42.0,9862.0,3287.0,52.0,5101.0,18.0,NO,55,0
12895,K > 24 month,800.0,4.0,800.0,267.0,4.0,0.0,111.0,NO,13,0
12896,H 15-18 month,1500.0,8.0,1672.0,557.0,11.0,0.0,8.0,NO,31,0
12897,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,5.0,NO,18,0
12898,K > 24 month,28200.0,49.0,30050.0,10017.0,50.0,0.0,281.0,NO,62,0
12899,K > 24 month,3200.0,7.0,3100.0,1033.0,7.0,2.0,70.0,NO,52,0
12900,K > 24 month,26500.0,44.0,26999.0,9000.0,48.0,4562.0,1056.0,NO,61,0
12901,K > 24 month,28000.0,45.0,28996.0,9665.0,51.0,0.0,1865.0,NO,62,0
12902,K > 24 month,4700.0,9.0,4694.0,1565.0,10.0,2123.0,167.0,NO,24,0
12903,K > 24 month,1200.0,3.0,1695.0,565.0,5.0,0.0,49.0,NO,52,0
12904,K > 24 month,1000.0,2.0,999.0,333.0,2.0,251.0,4.0,NO,41,0
12905,K > 24 month,6000.0,2.0,6000.0,2000.0,2.0,0.0,1486.0,NO,33,0
12906,K > 24 month,5600.0,16.0,5547.0,1849.0,19.0,5464.0,64.0,NO,41,0
12907,K > 24 month,27500.0,55.0,28790.0,9597.0,58.0,2961.0,896.0,NO,61,0
12908,K > 24 month,3750.0,12.0,3720.0,1240.0,15.0,0.0,177.0,NO,57,0
12909,K > 24 month,7100.0,15.0,6540.0,2180.0,17.0,0.0,179.0,NO,62,0
12910,K > 24 month,8210.0,21.0,7696.0,2565.0,24.0,11568.0,3.0,NO,46,0
12911,K > 24 month,7000.0,13.0,6972.0,2324.0,25.0,12916.0,0.0,NO,62,0
12912,K > 24 month,450.0,3.0,441.0,147.0,3.0,391.0,15.0,NO,16,0
12913,H 15-18 month,15200.0,24.0,15374.0,5125.0,26.0,18.0,693.0,NO,58,0
12914,K > 24 month,100.0,1.0,100.0,33.0,1.0,1.0,4.0,NO,36,0
12915,K > 24 month,250.0,1.0,249.0,83.0,1.0,0.0,2.0,NO,10,0
12916,K > 24 month,4100.0,28.0,4301.0,1434.0,30.0,2131.0,7.0,NO,55,0
12917,K > 24 month,1200.0,2.0,1201.0,400.0,2.0,1176.0,88.0,NO,60,0
12918,K > 24 month,7500.0,40.0,6817.0,2272.0,44.0,1500.0,184.0,NO,48,0
12919,K > 24 month,6600.0,3.0,24500.0,8167.0,4.0,4399.0,3907.0,NO,62,0
12920,K > 24 month,1500.0,2.0,1490.0,497.0,2.0,60.0,20.0,NO,18,0
12921,K > 24 month,18000.0,35.0,18500.0,6167.0,36.0,12.0,57.0,NO,50,0
12922,K > 24 month,10300.0,32.0,10761.0,3587.0,34.0,115.0,2000.0,NO,61,0
12923,K > 24 month,6000.0,11.0,6000.0,2000.0,12.0,145.0,215.0,NO,62,0
12924,K > 24 month,19000.0,34.0,18252.0,6084.0,37.0,0.0,515.0,NO,61,0
12925,K > 24 month,2000.0,7.0,2201.0,734.0,11.0,2.0,119.0,NO,45,0
12926,K > 24 month,2550.0,18.0,2532.0,844.0,18.0,2117.0,0.0,NO,38,0
12927,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,1.0,NO,10,0
12928,K > 24 month,600.0,3.0,425.0,142.0,4.0,570.0,7.0,NO,19,0
12929,K > 24 month,11000.0,22.0,10982.0,3661.0,26.0,20994.0,7.0,NO,55,0
12930,K > 24 month,4000.0,5.0,5021.0,1674.0,11.0,8595.0,25.0,NO,62,0
12931,K > 24 month,250.0,2.0,239.0,80.0,3.0,0.0,7.0,NO,15,0
12932,K > 24 month,7200.0,29.0,7024.0,2341.0,30.0,380.0,1796.0,NO,59,0
12933,K > 24 month,12500.0,10.0,12512.0,4171.0,16.0,12113.0,1.0,NO,59,0
12934,K > 24 month,5800.0,15.0,5800.0,1933.0,17.0,227.0,151.0,NO,43,0
12935,I 18-21 month,5750.0,43.0,6151.0,2050.0,48.0,3951.0,7.0,NO,48,0
12936,K > 24 month,4500.0,9.0,4500.0,1500.0,9.0,0.0,7.0,NO,44,0
12937,K > 24 month,450.0,3.0,449.0,150.0,5.0,1698.0,0.0,NO,49,0
12938,K > 24 month,7500.0,12.0,8499.0,2833.0,18.0,404.0,181.0,NO,57,0
12939,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,0.0,10.0,NO,7,0
12940,K > 24 month,13850.0,31.0,12673.0,4224.0,35.0,47.0,209.0,NO,59,0
12941,K > 24 month,5250.0,17.0,5245.0,1748.0,23.0,1022.0,1.0,NO,53,0
12942,K > 24 month,1300.0,6.0,1287.0,429.0,5.0,0.0,4.0,NO,20,0
12943,K > 24 month,2500.0,4.0,2514.0,838.0,6.0,5229.0,4.0,NO,51,0
12944,K > 24 month,5700.0,12.0,7200.0,2400.0,15.0,0.0,247.0,NO,62,0
12945,K > 24 month,4350.0,5.0,3852.0,1284.0,6.0,4247.0,3.0,NO,48,0
12946,K > 24 month,14500.0,46.0,14680.0,4893.0,48.0,0.0,932.0,NO,62,0
12947,K > 24 month,1000.0,1.0,988.0,329.0,3.0,372.0,7.0,NO,3,0
12948,K > 24 month,3200.0,3.0,2999.0,1000.0,6.0,1431.0,0.0,NO,49,0
12949,K > 24 month,9850.0,16.0,9676.0,3225.0,20.0,22471.0,3.0,NO,56,0
