MONTANT,FREQUENCE_RECH,REVENUE,FREQUENCE,DATA_VOLUME,ON_NET,REGULARITY,CHURN
12700.0,22.0,12221.0,25.0,3287.0,63.0,58,0
1200.0,4.0,779.0,6.0,0.0,3.0,18,0
3150.0,15.0,2829.0,18.0,5661.0,4.0,57,0
5000.0,6.0,5001.0,11.0,12797.0,0.0,51,0
1200.0,4.0,1200.0,10.0,0.0,1.0,37,0
2000.0,5.0,2039.0,5.0,2199.0,18.0,55,0
500.0,1.0,500.0,1.0,5.0,43.0,36,0
2200.0,15.0,2340.0,18.0,346.0,1.0,51,0
4400.0,25.0,4502.0,28.0,2241.0,12.0,47,0
7050.0,21.0,6993.0,21.0,3468.0,914.0,62,0
500.0,1.0,500.0,1.0,0.0,2.0,37,0
12400.0,41.0,12896.0,43.0,0.0,111.0,58,0
13000.0,6.0,11879.0,9.0,14721.0,134.0,62,0
4900.0,18.0,5152.0,20.0,0.0,1625.0,48,0
39500.0,25.0,44379.0,58.0,3984.0,238.0,62,0
200.0,1.0,200.0,1.0,95.0,1.0,31,0
1700.0,4.0,1549.0,4.0,224.0,9.0,24,0
500.0,1.0,500.0,1.0,0.0,36.0,30,0
13500.0,25.0,14000.0,26.0,0.0,121.0,61,0
4000.0,8.0,4220.0,11.0,0.0,114.0,59,0
4200.0,6.0,3793.0,6.0,2276.0,0.0,43,0
7550.0,6.0,7549.0,12.0,8216.0,702.0,62,0
15200.0,59.0,15141.0,60.0,14579.0,9.0,57,0
12800.0,36.0,13013.0,39.0,1084.0,222.0,58,0
7650.0,29.0,7650.0,30.0,157.0,598.0,38,0
2500.0,18.0,2601.0,22.0,1387.0,124.0,52,0
2400.0,6.0,2400.0,9.0,0.0,148.0,61,0
11000.0,11.0,9125.0,15.0,0.0,511.0,47,0
12400.0,45.0,12852.0,53.0,1776.0,276.0,47,0
300.0,2.0,161.0,3.0,0.0,1.0,52,0
10000.0,28.0,10000.0,28.0,10642.0,5754.0,59,0
1000.0,2.0,982.0,4.0,192.0,26.0,18,0
3000.0,6.0,3000.0,6.0,0.0,0.0,22,0
750.0,2.0,740.0,2.0,696.0,2.0,18,0
1700.0,4.0,2200.0,6.0,2.0,0.0,12,0
10900.0,55.0,11257.0,60.0,5612.0,67.0,62,0
1000.0,2.0,851.0,2.0,0.0,5.0,15,0
700.0,2.0,684.0,4.0,0.0,44.0,25,0
2550.0,8.0,2550.0,8.0,0.0,30.0,52,0
19550.0,73.0,20227.0,79.0,21131.0,25.0,62,0
200.0,1.0,200.0,1.0,0.0,33.0,41,0
3000.0,5.0,3000.0,6.0,0.0,80.0,47,0
18500.0,33.0,19001.0,36.0,1558.0,480.0,62,0
3500.0,7.0,3500.0,7.0,0.0,58.0,43,0
3500.0,2.0,3500.0,2.0,3862.0,20.0,41,0
16650.0,15.0,16635.0,13.0,2928.0,86.0,28,0
3350.0,13.0,4093.0,19.0,0.0,635.0,47,0
3200.0,13.0,3201.0,14.0,0.0,83.0,53,0
22500.0,73.0,23102.0,77.0,9607.0,1448.0,62,0
8000.0,15.0,8000.0,15.0,507.0,43.0,47,0
5500.0,9.0,5300.0,9.0,737.0,76.0,50,0
13000.0,41.0,13436.0,43.0,0.0,745.0,62,0
2100.0,4.0,2082.0,5.0,1660.0,0.0,40,0
4000.0,2.0,3250.0,6.0,265.0,61.0,48,0
2500.0,5.0,2999.0,7.0,3593.0,35.0,42,0
6000.0,8.0,5999.0,14.0,14366.0,0.0,59,0
5400.0,13.0,5404.0,16.0,7752.0,150.0,45,0
15900.0,42.0,16900.0,51.0,15863.0,5.0,47,0
500.0,1.0,500.0,1.0,1025.0,6.0,18,0
2750.0,12.0,2650.0,26.0,1397.0,2.0,39,0
3850.0,4.0,3850.0,4.0,0.0,243.0,38,0
12400.0,27.0,12583.0,29.0,0.0,928.0,59,0
18300.0,33.0,18626.0,40.0,26567.0,2.0,62,0
9500.0,17.0,9500.0,17.0,2173.0,895.0,51,0
1600.0,7.0,1582.0,10.0,412.0,15.0,24,0
6600.0,25.0,6809.0,30.0,2751.0,464.0,62,0
5500.0,9.0,6991.0,12.0,5409.0,17.0,62,0
12250.0,41.0,12120.0,43.0,513.0,599.0,62,0
7500.0,14.0,7500.0,14.0,0.0,141.0,62,0
3500.0,4.0,4049.0,13.0,246.0,4.0,35,0
7500.0,15.0,7299.0,16.0,0.0,10.0,57,0
4600.0,9.0,4917.0,12.0,1738.0,135.0,55,0
6000.0,3.0,5410.0,7.0,145.0,249.0,59,0
3000.0,3.0,3010.0,6.0,1361.0,2.0,58,0
5500.0,8.0,5490.0,18.0,3279.0,39.0,62,0
4700.0,10.0,5200.0,11.0,2067.0,120.0,58,0
2000.0,4.0,2500.0,5.0,620.0,339.0,12,0
2050.0,6.0,2051.0,9.0,880.0,44.0,29,0
7200.0,31.0,7386.0,34.0,4202.0,8.0,62,0
100.0,1.0,82.0,1.0,641.0,6.0,14,0
5100.0,12.0,5099.0,18.0,0.0,43.0,36,0
700.0,6.0,645.0,9.0,360.0,22.0,20,0
4000.0,6.0,3971.0,9.0,6541.0,5.0,21,0
1300.0,3.0,1301.0,6.0,0.0,182.0,29,0
5200.0,7.0,5191.0,14.0,242.0,1.0,50,0
500.0,1.0,500.0,1.0,0.0,4.0,6,0
10300.0,21.0,10297.0,25.0,2822.0,482.0,61,0
11900.0,26.0,11397.0,39.0,5271.0,15.0,62,0
1800.0,6.0,1799.0,7.0,356.0,846.0,60,0
17550.0,33.0,19500.0,33.0,301.0,882.0,57,0
7000.0,3.0,11004.0,6.0,40.0,2157.0,62,0
1000.0,1.0,990.0,1.0,1769.0,5.0,20,0
10700.0,27.0,10555.0,35.0,21146.0,13.0,57,0
3500.0,4.0,3498.0,7.0,5415.0,1.0,60,0
700.0,2.0,696.0,2.0,0.0,32.0,46,0
200.0,2.0,202.0,3.0,130.0,0.0,29,0
13000.0,29.0,12990.0,31.0,2691.0,240.0,61,0
13500.0,27.0,14001.0,29.0,0.0,834.0,59,0
4500.0,6.0,4699.0,10.0,7650.0,0.0,57,0
25000.0,8.0,25001.0,10.0,4001.0,403.0,62,0
3800.0,11.0,3802.0,26.0,955.0,75.0,50,0
2700.0,19.0,2420.0,19.0,1843.0,7.0,20,0
950.0,3.0,904.0,3.0,0.0,30.0,42,0
3600.0,15.0,3593.0,15.0,0.0,90.0,20,0
11200.0,37.0,11737.0,47.0,5773.0,8.0,62,0
4500.0,8.0,4501.0,8.0,13.0,243.0,59,0
14900.0,54.0,15299.0,63.0,4193.0,131.0,62,0
57500.0,43.0,60100.0,52.0,9648.0,65.0,61,0
4600.0,18.0,4718.0,20.0,6923.0,27.0,48,0
21100.0,44.0,21800.0,45.0,8698.0,1345.0,62,0
11800.0,20.0,13099.0,46.0,11254.0,318.0,62,0
6500.0,12.0,7487.0,17.0,9909.0,25.0,61,0
600.0,3.0,760.0,5.0,0.0,1.0,34,0
500.0,1.0,491.0,3.0,143.0,16.0,7,0
3000.0,6.0,3000.0,6.0,0.0,93.0,45,0
3000.0,5.0,2997.0,9.0,1458.0,5.0,40,0
25750.0,43.0,26260.0,48.0,22793.0,242.0,60,0
500.0,1.0,490.0,1.0,1372.0,27.0,43,0
6200.0,36.0,6019.0,35.0,2007.0,99.0,59,0
500.0,1.0,470.0,1.0,179.0,6.0,14,0
5000.0,1.0,9839.0,13.0,398.0,209.0,58,0
9800.0,25.0,11101.0,35.0,2187.0,804.0,59,0
11000.0,21.0,11071.0,31.0,21606.0,11.0,62,0
1800.0,6.0,1799.0,12.0,0.0,443.0,46,0
8500.0,17.0,9001.0,18.0,0.0,364.0,62,0
7600.0,27.0,7600.0,29.0,4793.0,47.0,50,0
11250.0,23.0,12252.0,38.0,22726.0,125.0,61,0
7950.0,33.0,8502.0,37.0,3045.0,187.0,54,0
200.0,1.0,200.0,1.0,0.0,41.0,20,0
1800.0,4.0,1812.0,6.0,1337.0,0.0,13,0
2000.0,4.0,2002.0,6.0,0.0,42.0,17,0
7000.0,14.0,7000.0,17.0,0.0,133.0,50,0
300.0,2.0,287.0,4.0,2153.0,8.0,39,0
1800.0,6.0,2300.0,8.0,3180.0,16.0,62,0
3250.0,4.0,3241.0,5.0,10386.0,20.0,60,0
2250.0,4.0,2250.0,5.0,90.0,1.0,3,0
6700.0,10.0,6559.0,10.0,0.0,88.0,20,0
12600.0,24.0,12600.0,24.0,0.0,39.0,35,0
5500.0,7.0,7199.0,10.0,5659.0,1193.0,61,0
13700.0,28.0,13229.0,32.0,4426.0,43.0,62,0
11100.0,41.0,9626.0,50.0,0.0,110.0,59,0
5500.0,11.0,5482.0,14.0,826.0,1.0,54,0
4600.0,20.0,4790.0,21.0,10106.0,8.0,46,0
1500.0,8.0,1484.0,8.0,4.0,225.0,27,0
700.0,2.0,900.0,3.0,0.0,221.0,62,0
2200.0,8.0,2200.0,8.0,2.0,295.0,28,0
15500.0,29.0,16000.0,31.0,0.0,84.0,58,0
2800.0,7.0,2634.0,11.0,73.0,6.0,62,0
2200.0,11.0,2201.0,12.0,0.0,853.0,34,0
4200.0,11.0,4169.0,14.0,2.0,16.0,50,0
2000.0,6.0,2000.0,7.0,364.0,813.0,56,0
7000.0,14.0,7499.0,15.0,0.0,332.0,54,0
250.0,1.0,250.0,1.0,5.0,4.0,51,0
10500.0,21.0,11000.0,22.0,0.0,2040.0,54,0
7813.0,17.0,7825.0,24.0,6523.0,230.0,61,0
500.0,1.0,1498.0,4.0,2805.0,8.0,17,0
2375.0,6.0,2377.0,13.0,2.0,2.0,38,0
400.0,1.0,411.0,1.0,331.0,1.0,3,0
5500.0,10.0,5490.0,18.0,5437.0,113.0,58,0
7500.0,15.0,8190.0,20.0,2450.0,63.0,61,0
100.0,1.0,69.0,2.0,196.0,8.0,18,0
3000.0,6.0,2990.0,8.0,4154.0,0.0,38,0
18500.0,30.0,18498.0,37.0,0.0,89.0,55,0
12350.0,29.0,12351.0,29.0,5300.0,1279.0,54,0
3500.0,7.0,3500.0,7.0,0.0,65.0,49,0
24500.0,21.0,23901.0,28.0,79.0,1781.0,57,0
4800.0,17.0,4800.0,17.0,2185.0,49.0,49,0
17000.0,17.0,16978.0,27.0,19073.0,73.0,62,0
6500.0,8.0,5496.0,10.0,9523.0,2.0,59,0
6500.0,4.0,6499.0,4.0,21776.0,14.0,40,0
13900.0,27.0,13900.0,26.0,658.0,478.0,62,0
1500.0,3.0,1492.0,5.0,2821.0,8.0,44,0
10000.0,12.0,11501.0,23.0,8300.0,64.0,60,0
10700.0,21.0,11188.0,22.0,4139.0,2897.0,60,0
10100.0,22.0,10171.0,25.0,118.0,1786.0,60,0
2500.0,1.0,2199.0,3.0,0.0,44.0,60,0
1000.0,2.0,992.0,2.0,2.0,11.0,21,0
4000.0,2.0,4399.0,7.0,12.0,72.0,43,0
27500.0,45.0,29699.0,50.0,0.0,608.0,61,0
4450.0,14.0,4311.0,19.0,794.0,840.0,32,0
400.0,2.0,386.0,3.0,55.0,4.0,35,0
600.0,3.0,1298.0,3.0,0.0,305.0,62,0
5600.0,37.0,5799.0,45.0,908.0,6.0,60,0
15850.0,59.0,16479.0,63.0,6226.0,40.0,61,0
8000.0,16.0,8500.0,17.0,0.0,195.0,54,0
2923.0,10.0,3023.0,14.0,8088.0,14.0,43,0
13000.0,11.0,13451.0,31.0,12571.0,252.0,61,0
4100.0,5.0,4111.0,9.0,10805.0,0.0,56,0
500.0,1.0,507.0,2.0,630.0,1.0,13,0
7400.0,13.0,6885.0,24.0,9180.0,248.0,61,0
20500.0,27.0,20510.0,31.0,13834.0,166.0,35,0
1900.0,5.0,1900.0,7.0,165.0,61.0,22,0
4000.0,12.0,3976.0,13.0,0.0,168.0,42,0
600.0,2.0,599.0,2.0,0.0,29.0,56,0
4000.0,4.0,3984.0,7.0,6074.0,60.0,62,0
800.0,3.0,848.0,3.0,499.0,9.0,25,0
5900.0,20.0,5774.0,25.0,448.0,70.0,57,0
600.0,5.0,600.0,6.0,1599.0,6.0,21,0
26000.0,34.0,27500.0,36.0,65844.0,46.0,62,0
200.0,1.0,99.0,2.0,1.0,2.0,54,0
1250.0,2.0,1250.0,4.0,364.0,0.0,41,0
3000.0,5.0,3000.0,5.0,0.0,146.0,27,0
4000.0,7.0,4393.0,13.0,40.0,32.0,32,0
6050.0,19.0,5781.0,19.0,5648.0,75.0,42,0
13200.0,24.0,12706.0,35.0,11196.0,103.0,62,0
8500.0,16.0,8501.0,16.0,265.0,18.0,55,0
11500.0,18.0,11260.0,19.0,2383.0,285.0,57,0
1250.0,2.0,1250.0,2.0,5972.0,69.0,26,0
14500.0,26.0,13750.0,26.0,2023.0,103.0,59,0
5350.0,7.0,5331.0,9.0,11660.0,19.0,55,0
700.0,2.0,690.0,3.0,0.0,178.0,21,0
4300.0,8.0,4982.0,10.0,13127.0,9.0,59,0
1000.0,1.0,990.0,1.0,3131.0,47.0,11,0
7000.0,12.0,9500.0,14.0,0.0,6.0,31,0
7500.0,15.0,8000.0,16.0,0.0,375.0,62,0
4950.0,43.0,5240.0,46.0,2387.0,0.0,62,0
26700.0,51.0,27392.0,59.0,13819.0,736.0,62,0
3500.0,9.0,3592.0,13.0,983.0,3.0,34,0
16000.0,23.0,15364.0,29.0,47857.0,4.0,61,0
6700.0,12.0,6510.0,35.0,4962.0,6.0,43,0
1900.0,7.0,1850.0,9.0,394.0,7.0,17,0
2750.0,14.0,2665.0,21.0,0.0,238.0,57,0
13700.0,27.0,14050.0,27.0,27.0,147.0,46,0
7900.0,56.0,8001.0,55.0,3797.0,1.0,61,0
6500.0,22.0,6604.0,29.0,1488.0,1575.0,59,0
12200.0,40.0,12197.0,40.0,0.0,593.0,61,0
9500.0,15.0,9523.0,24.0,22134.0,0.0,58,0
4250.0,19.0,4253.0,24.0,2941.0,9.0,27,0
4250.0,18.0,4486.0,20.0,4325.0,220.0,24,0
22850.0,61.0,22505.0,62.0,20333.0,1380.0,62,0
9450.0,19.0,9950.0,24.0,1171.0,289.0,62,0
9500.0,13.0,11958.0,23.0,20429.0,60.0,62,0
2750.0,6.0,2744.0,7.0,636.0,2.0,60,0
500.0,1.0,490.0,1.0,1184.0,8.0,15,0
1000.0,1.0,776.0,4.0,0.0,3.0,38,0
9700.0,33.0,10147.0,48.0,1957.0,993.0,56,0
4000.0,9.0,4000.0,11.0,1.0,16.0,53,0
17500.0,31.0,18400.0,34.0,1386.0,219.0,62,0
16950.0,65.0,17452.0,70.0,18433.0,3.0,62,0
3100.0,11.0,3298.0,16.0,0.0,53.0,49,0
6000.0,24.0,6201.0,28.0,0.0,1.0,42,0
300.0,1.0,335.0,7.0,0.0,0.0,24,0
4000.0,6.0,3681.0,8.0,5182.0,35.0,36,0
9650.0,39.0,10520.0,44.0,1637.0,161.0,59,0
1000.0,1.0,999.0,2.0,91.0,6.0,50,0
3000.0,5.0,3500.0,6.0,0.0,128.0,53,0
13000.0,16.0,13264.0,18.0,1566.0,54.0,22,0
20000.0,37.0,19407.0,40.0,7569.0,15.0,58,0
4100.0,8.0,4101.0,9.0,0.0,14.0,34,0
3100.0,7.0,3080.0,8.0,5233.0,26.0,50,0
8200.0,23.0,8672.0,26.0,17051.0,0.0,54,0
1000.0,2.0,991.0,3.0,671.0,2.0,14,0
9900.0,32.0,10417.0,38.0,4450.0,10.0,43,0
14300.0,28.0,14400.0,37.0,16573.0,65.0,62,0
250.0,1.0,250.0,1.0,1271.0,40.0,9,0
8750.0,33.0,8929.0,38.0,6646.0,2800.0,55,0
500.0,1.0,500.0,1.0,46.0,18.0,61,0
19700.0,56.0,20145.0,58.0,0.0,520.0,62,0
2000.0,2.0,1992.0,4.0,2262.0,0.0,51,0
3100.0,11.0,2930.0,14.0,0.0,1600.0,47,0
1050.0,4.0,846.0,5.0,0.0,2.0,38,0
5900.0,28.0,5698.0,30.0,0.0,2115.0,61,0
1850.0,12.0,1849.0,14.0,3132.0,8.0,37,0
1500.0,3.0,1501.0,4.0,0.0,17.0,55,0
600.0,3.0,600.0,3.0,991.0,171.0,15,0
20000.0,33.0,20051.0,36.0,22173.0,89.0,62,0
4250.0,6.0,4252.0,13.0,254.0,17.0,56,0
1900.0,12.0,1999.0,19.0,137.0,2.0,39,0
5900.0,7.0,5400.0,11.0,3770.0,67.0,62,0
3000.0,3.0,4999.0,8.0,1058.0,25.0,51,0
11100.0,37.0,11399.0,41.0,63.0,588.0,62,0
26750.0,49.0,28267.0,55.0,5668.0,28.0,62,0
2100.0,6.0,1896.0,7.0,466.0,81.0,38,0
7000.0,24.0,7295.0,30.0,3405.0,25.0,58,0
6500.0,48.0,6715.0,55.0,2008.0,38.0,57,0
13000.0,11.0,11008.0,20.0,46640.0,6.0,60,0
6900.0,34.0,6891.0,37.0,5311.0,2.0,55,0
1500.0,2.0,1500.0,2.0,74.0,50.0,56,0
2600.0,6.0,2600.0,10.0,3.0,42.0,36,0
400.0,2.0,400.0,2.0,137.0,52.0,14,0
8500.0,17.0,7040.0,26.0,604.0,8.0,37,0
1500.0,3.0,1499.0,4.0,60.0,11.0,15,0
700.0,2.0,700.0,2.0,1.0,62.0,47,0
200.0,1.0,100.0,2.0,0.0,0.0,43,0
2300.0,12.0,2300.0,12.0,11.0,939.0,41,0
19000.0,28.0,18398.0,31.0,5602.0,218.0,59,0
500.0,1.0,499.0,2.0,25.0,2.0,24,0
500.0,1.0,500.0,1.0,0.0,4.0,30,0
1200.0,2.0,1201.0,3.0,0.0,103.0,60,0
19000.0,14.0,18385.0,17.0,39563.0,280.0,62,0
3500.0,6.0,4002.0,24.0,4170.0,1.0,39,0
2300.0,11.0,2482.0,13.0,5.0,278.0,44,0
4750.0,10.0,4825.0,13.0,2.0,25.0,33,0
750.0,2.0,753.0,4.0,313.0,1.0,17,0
2700.0,8.0,3588.0,13.0,0.0,97.0,44,0
1900.0,8.0,814.0,9.0,350.0,2.0,42,0
2400.0,10.0,2397.0,13.0,343.0,8.0,32,0
2000.0,4.0,2000.0,4.0,0.0,82.0,24,0
6500.0,3.0,11500.0,5.0,5188.0,1350.0,62,0
15900.0,29.0,15899.0,33.0,85.0,930.0,60,0
12100.0,29.0,12501.0,56.0,2744.0,13.0,61,0
500.0,1.0,210.0,1.0,0.0,0.0,18,0
18150.0,42.0,18256.0,50.0,3839.0,45.0,40,0
4400.0,10.0,4402.0,10.0,145.0,579.0,40,0
9200.0,39.0,9400.0,41.0,857.0,2522.0,60,0
6200.0,14.0,5999.0,13.0,1208.0,132.0,61,0
4300.0,12.0,4800.0,13.0,5504.0,3.0,61,0
500.0,1.0,1498.0,4.0,2193.0,37.0,52,0
16400.0,5.0,15799.0,9.0,119.0,1464.0,57,0
500.0,1.0,500.0,1.0,0.0,4.0,8,0
3000.0,3.0,4011.0,8.0,10691.0,1.0,61,0
500.0,1.0,599.0,2.0,1080.0,87.0,42,0
1500.0,2.0,2000.0,6.0,22.0,1.0,38,0
5000.0,1.0,5000.0,1.0,0.0,77.0,15,0
500.0,1.0,499.0,3.0,3.0,11.0,39,0
12450.0,39.0,12449.0,47.0,1075.0,2310.0,61,0
2500.0,6.0,2489.0,8.0,2125.0,36.0,22,0
1200.0,5.0,1100.0,6.0,0.0,1.0,34,0
10300.0,24.0,10289.0,32.0,9427.0,5.0,62,0
500.0,1.0,490.0,1.0,139.0,8.0,14,0
6400.0,14.0,6401.0,14.0,0.0,413.0,55,0
4000.0,16.0,4001.0,20.0,7590.0,0.0,34,0
5000.0,10.0,5499.0,13.0,420.0,41.0,62,0
3700.0,11.0,3700.0,11.0,658.0,680.0,44,0
500.0,1.0,500.0,1.0,0.0,25.0,41,0
300.0,3.0,299.0,4.0,799.0,6.0,52,0
7450.0,35.0,7901.0,42.0,5494.0,96.0,60,0
3350.0,9.0,3370.0,18.0,2049.0,105.0,48,0
5300.0,10.0,5250.0,11.0,8.0,140.0,39,0
1750.0,4.0,759.0,9.0,0.0,2.0,46,0
9700.0,52.0,9900.0,56.0,20156.0,0.0,55,0
4100.0,40.0,4308.0,44.0,991.0,5.0,60,0
4000.0,24.0,4352.0,50.0,275.0,22.0,53,0
1300.0,3.0,1303.0,5.0,0.0,2.0,50,0
16100.0,40.0,16501.0,45.0,2037.0,197.0,58,0
10850.0,18.0,9795.0,30.0,7236.0,156.0,58,0
4000.0,7.0,3700.0,9.0,0.0,41.0,38,0
1150.0,4.0,1250.0,4.0,96.0,273.0,61,0
7250.0,27.0,6747.0,31.0,0.0,263.0,49,0
18050.0,38.0,17643.0,35.0,0.0,483.0,62,0
800.0,2.0,599.0,2.0,0.0,2.0,36,0
10300.0,40.0,11198.0,43.0,0.0,1836.0,61,0
4000.0,8.0,5182.0,20.0,2701.0,8.0,33,0
3300.0,24.0,3765.0,29.0,864.0,53.0,53,0
2100.0,6.0,2000.0,10.0,12.0,52.0,57,0
3200.0,8.0,3430.0,9.0,4526.0,4.0,47,0
2650.0,11.0,2640.0,11.0,813.0,8.0,39,0
5350.0,10.0,5108.0,10.0,8007.0,16.0,9,0
1500.0,3.0,2000.0,4.0,0.0,86.0,38,0
5900.0,24.0,6392.0,30.0,4225.0,561.0,57,0
4700.0,6.0,5690.0,10.0,11158.0,18.0,47,0
8000.0,6.0,8085.0,20.0,12294.0,233.0,49,0
6400.0,22.0,5850.0,31.0,9909.0,0.0,54,0
1500.0,3.0,1999.0,5.0,0.0,0.0,21,0
3800.0,9.0,4115.0,14.0,536.0,81.0,62,0
46700.0,58.0,48197.0,66.0,0.0,88.0,62,0
2000.0,4.0,2484.0,6.0,254.0,13.0,31,0
3800.0,8.0,3799.0,14.0,140.0,58.0,52,0
1000.0,1.0,992.0,2.0,1011.0,24.0,46,0
400.0,2.0,386.0,2.0,1.0,1.0,11,0
7200.0,14.0,7698.0,16.0,1637.0,91.0,43,0
10550.0,40.0,10802.0,43.0,3807.0,798.0,61,0
12100.0,25.0,11986.0,31.0,272.0,2693.0,41,0
7500.0,15.0,7199.0,16.0,0.0,259.0,54,0
7300.0,25.0,7392.0,27.0,1166.0,918.0,61,0
1300.0,2.0,1088.0,4.0,577.0,29.0,62,0
26250.0,37.0,20109.0,60.0,1070.0,10.0,60,0
6000.0,4.0,6000.0,12.0,8008.0,9.0,61,0
3100.0,7.0,3500.0,9.0,0.0,131.0,59,0
1000.0,1.0,990.0,1.0,736.0,5.0,14,0
3100.0,9.0,3050.0,14.0,187.0,616.0,62,0
8000.0,14.0,9600.0,18.0,359.0,42.0,55,0
2500.0,5.0,2500.0,6.0,60.0,5.0,56,0
6500.0,9.0,6452.0,22.0,0.0,60.0,43,0
10500.0,16.0,11000.0,17.0,0.0,691.0,60,0
3000.0,6.0,3500.0,8.0,2808.0,58.0,53,0
1200.0,5.0,1196.0,7.0,407.0,56.0,24,0
3100.0,9.0,3020.0,18.0,1470.0,7.0,46,0
1700.0,4.0,2698.0,6.0,0.0,21.0,42,0
6300.0,16.0,7284.0,22.0,6672.0,3.0,41,0
1600.0,6.0,1562.0,7.0,2395.0,1.0,22,0
11000.0,5.0,11000.0,6.0,16036.0,73.0,62,0
26400.0,49.0,26432.0,50.0,94.0,1091.0,62,0
8100.0,27.0,8349.0,27.0,566.0,61.0,42,0
7950.0,36.0,8446.0,39.0,8717.0,13.0,62,0
4000.0,5.0,3655.0,8.0,1372.0,332.0,62,0
100.0,1.0,101.0,2.0,0.0,4.0,38,0
5250.0,10.0,5250.0,11.0,0.0,315.0,46,0
1500.0,9.0,1501.0,10.0,715.0,11.0,28,0
5100.0,7.0,5559.0,13.0,2949.0,17.0,57,0
3900.0,9.0,3902.0,9.0,0.0,70.0,26,0
100.0,1.0,84.0,1.0,0.0,8.0,7,0
4700.0,9.0,4700.0,9.0,27.0,68.0,58,0
8950.0,37.0,9245.0,57.0,3048.0,3.0,59,0
900.0,4.0,900.0,5.0,506.0,7.0,16,0
5300.0,8.0,5249.0,14.0,11498.0,6.0,62,0
4800.0,14.0,4800.0,14.0,671.0,383.0,61,0
500.0,1.0,500.0,1.0,7.0,30.0,3,0
1000.0,2.0,500.0,2.0,300.0,2.0,19,0
11500.0,14.0,11501.0,18.0,127.0,14.0,47,0
500.0,1.0,500.0,1.0,0.0,4.0,17,0
800.0,2.0,751.0,2.0,0.0,11.0,20,0
450.0,2.0,450.0,2.0,0.0,1.0,17,0
5800.0,12.0,5831.0,23.0,12655.0,2.0,55,0
7100.0,14.0,7096.0,18.0,12260.0,13.0,49,0
4500.0,15.0,4502.0,16.0,3258.0,15.0,48,0
3850.0,11.0,3857.0,15.0,59.0,33.0,29,0
9750.0,20.0,9951.0,22.0,624.0,1010.0,49,0
600.0,4.0,602.0,4.0,1.0,1.0,49,0
8700.0,29.0,8595.0,31.0,442.0,301.0,59,0
10400.0,22.0,10390.0,27.0,7090.0,198.0,52,0
11250.0,37.0,11950.0,39.0,1417.0,6165.0,62,0
17200.0,35.0,16734.0,36.0,13269.0,806.0,62,0
17100.0,13.0,17101.0,14.0,27059.0,303.0,61,0
3000.0,8.0,3000.0,11.0,66.0,3.0,34,0
4900.0,14.0,4890.0,17.0,864.0,46.0,52,0
25500.0,49.0,27469.0,53.0,6278.0,743.0,57,0
4400.0,14.0,4086.0,19.0,0.0,2558.0,54,0
12250.0,31.0,12250.0,30.0,0.0,430.0,55,0
500.0,1.0,1400.0,6.0,0.0,11.0,19,0
9000.0,12.0,9465.0,15.0,17767.0,3.0,62,0
7300.0,20.0,7300.0,19.0,0.0,1308.0,44,0
3850.0,13.0,3852.0,16.0,493.0,1.0,38,0
250.0,1.0,250.0,6.0,659.0,3.0,7,0
1800.0,4.0,1751.0,4.0,0.0,123.0,61,0
2300.0,8.0,2295.0,8.0,0.0,282.0,33,0
3800.0,9.0,3799.0,9.0,0.0,18.0,34,0
20500.0,26.0,20499.0,26.0,45243.0,3.0,57,0
3750.0,7.0,4732.0,12.0,2093.0,5.0,59,0
14450.0,39.0,14700.0,50.0,6970.0,1205.0,61,0
900.0,3.0,900.0,3.0,0.0,188.0,36,0
13200.0,27.0,14183.0,33.0,21.0,858.0,52,0
1000.0,5.0,1000.0,5.0,0.0,13.0,16,0
9600.0,4.0,13955.0,4.0,8181.0,207.0,62,0
18850.0,46.0,19065.0,62.0,13707.0,24.0,61,0
11000.0,15.0,11001.0,26.0,1.0,6.0,41,0
2300.0,5.0,2294.0,6.0,2045.0,1.0,6,0
1000.0,3.0,999.0,3.0,0.0,169.0,36,0
500.0,1.0,500.0,1.0,0.0,25.0,36,0
7850.0,16.0,7861.0,22.0,12841.0,287.0,59,0
5000.0,15.0,4990.0,16.0,9106.0,11.0,53,0
3000.0,1.0,3000.0,1.0,7980.0,1.0,20,0
500.0,1.0,500.0,1.0,0.0,7.0,11,0
5600.0,41.0,5790.0,47.0,2214.0,3.0,55,0
1000.0,3.0,1000.0,3.0,1834.0,11.0,29,0
2000.0,4.0,2000.0,8.0,690.0,0.0,59,0
5500.0,8.0,5470.0,8.0,10923.0,6.0,28,0
4000.0,6.0,4009.0,9.0,3930.0,50.0,24,0
16500.0,14.0,17199.0,23.0,25686.0,147.0,59,0
8000.0,16.0,7700.0,16.0,0.0,25.0,61,0
15250.0,21.0,18924.0,31.0,0.0,293.0,60,0
9000.0,3.0,9806.0,7.0,7221.0,233.0,61,0
22500.0,31.0,23000.0,34.0,38.0,229.0,54,0
2500.0,3.0,2498.0,4.0,743.0,19.0,47,0
1000.0,2.0,1001.0,12.0,0.0,5.0,20,0
600.0,2.0,593.0,2.0,0.0,3.0,12,0
8200.0,17.0,7965.0,17.0,551.0,340.0,52,0
11900.0,24.0,11941.0,29.0,3212.0,217.0,57,0
12000.0,29.0,11752.0,30.0,0.0,826.0,58,0
28000.0,55.0,29001.0,57.0,0.0,532.0,62,0
3200.0,5.0,3198.0,7.0,6099.0,21.0,62,0
